epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3006.25,0.61329,0.34201,0.92921,0.84374,0.81333,0.87148,0.50703,1.43547,0.73478,1.75123,0.0001156,0.0001156,0.0001156
183,3022.75,0.619,0.34165,0.9304,0.84914,0.82947,0.87849,0.50845,1.44133,0.72645,1.74641,0.0001101,0.0001101,0.0001101
184,3039.27,0.61629,0.34292,0.93002,0.87446,0.83938,0.88337,0.50467,1.44346,0.73123,1.75283,0.000104601,0.000104601,0.000104601
185,3055.78,0.60949,0.34316,0.93818,0.84111,0.79731,0.87137,0.49785,1.45016,0.74577,1.76521,9.91012e-05,9.91012e-05,9.91012e-05
186,3072.35,0.60639,0.33739,0.93378,0.85761,0.82673,0.87756,0.49862,1.44955,0.74058,1.76201,9.36017e-05,9.36017e-05,9.36017e-05
187,3088.85,0.60659,0.33645,0.93711,0.85948,0.83703,0.87827,0.50688,1.43724,0.72148,1.73722,8.81023e-05,8.81023e-05,8.81023e-05
188,3105.37,0.60076,0.33911,0.93167,0.87179,0.83871,0.88124,0.50759,1.43511,0.71902,1.74084,8.26028e-05,8.26028e-05,8.26028e-05
189,3121.84,0.59789,0.34009,0.93708,0.87026,0.83798,0.88067,0.51095,1.42893,0.70753,1.74276,7.71034e-05,7.71034e-05,7.71034e-05
190,3138.32,0.60864,0.3404,0.94249,0.85708,0.84513,0.87484,0.50754,1.43723,0.71123,1.75709,7.1604e-05,7.1604e-05,7.1604e-05
191,3155.3,0.55259,0.28486,0.90091,0.83582,0.83655,0.86756,0.49254,1.44097,0.70979,1.77223,6.61045e-05,6.61045e-05,6.61045e-05
192,3171.83,0.52498,0.27377,0.88232,0.85742,0.84162,0.8756,0.4963,1.44306,0.71013,1.77019,6.06051e-05,6.06051e-05,6.06051e-05
193,3188.32,0.54595,0.28057,0.88405,0.84732,0.82295,0.86961,0.49987,1.44214,0.7034,1.77197,5.51056e-05,5.51056e-05,5.51056e-05
194,3204.8,0.51829,0.27218,0.87982,0.83114,0.79022,0.86345,0.4946,1.44481,0.70882,1.77396,4.96062e-05,4.96062e-05,4.96062e-05
195,3221.25,0.51465,0.26875,0.87147,0.85882,0.77767,0.86104,0.49876,1.43903,0.6954,1.77129,4.41067e-05,4.41067e-05,4.41067e-05
196,3237.72,0.51731,0.27035,0.8806,0.88415,0.76695,0.86279,0.50025,1.43831,0.69109,1.77817,3.86073e-05,3.86073e-05,3.86073e-05
197,3254.21,0.50684,0.26686,0.88589,0.89116,0.76987,0.86761,0.50216,1.43752,0.69729,1.77629,3.31078e-05,3.31078e-05,3.31078e-05
198,3270.69,0.50306,0.26362,0.87247,0.89052,0.76445,0.8676,0.50471,1.43514,0.69677,1.77982,2.76084e-05,2.76084e-05,2.76084e-05
199,3287.27,0.50009,0.26462,0.86872,0.88106,0.76972,0.86937,0.5045,1.43616,0.69762,1.78237,2.21089e-05,2.21089e-05,2.21089e-05
200,3303.74,0.50727,0.26469,0.87756,0.88077,0.7701,0.86962,0.50104,1.43369,0.70226,1.77757,1.66095e-05,1.66095e-05,1.66095e-05
